4	-0.867784	-3.005479	1092.562866
5	0.851801	-3.012086	1091.954224
6	-1.033324	-2.995867	1091.956543
7	0.858917	-2.995695	1092.901611
8	-1.056449	-2.990504	1092.939941
9	0.771708	-3.027498	1092.841431
10	-0.98884	-3.009998	1092.846924
11	-0.531563	-3.009233	1092.427734
12	0.314159	-3.015396	1092.423462
14	-0.074372	-3.013931	1092.017212
15	-0.707713	-3.006284	1092.831177
17	-0.603139	-3.017396	1092.009277
18	0.815862	-3.00956	1092.182129
